SKU, Name, Supply Phase 1, Supply Phase 2 , Supply Phase 3, Supply Phase 4, Supply Phase 5 , LLC Pricing, Description, IsActive
902,"5-1/4"" x 11-7/8"" - 10' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 10' Parallam Beam",Yes
903,"5-1/4"" x 11-7/8"" - 12' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 12' Parallam Beam",Yes
904,"5-1/4"" x 11-7/8"" - 14' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 14' Parallam Beam",Yes
905,"5-1/4"" x 11-7/8"" - 16' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 16' Parallam Beam",Yes
906,"5-1/4"" x 11-7/8"" - 18' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 18' Parallam Beam",Yes
907,"5-1/4"" x 11-7/8"" - 20' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 20' Parallam Beam",Yes
908,"5-1/4"" x 11-7/8"" - 22' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 22' Parallam Beam",Yes
909,"5-1/4"" x 11-7/8"" - 24' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 24' Parallam Beam",Yes
910,"5-1/4"" x 11-7/8"" - 26' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 26' Parallam Beam",Yes
911,"5-1/4"" x 11-7/8"" - 28' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 28' Parallam Beam",Yes
912,"5-1/4"" x 11-7/8"" - 30' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 30' Parallam Beam",Yes
913,"5-1/4"" x 11-7/8"" - 32' Parallam Beam",,,,,,,"5-1/4"" x 11-7/8"" - 32' Parallam Beam",Yes
914,"7"" x 11-7/8"" R/L Parallam Beam",,,,,,,"7"" x 11-7/8"" R/L Parallam Beam",Yes
915,"7"" x 11-7/8"" - 8' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 8' Parallam Beam",Yes
916,"7"" x 11-7/8"" - 10' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 10' Parallam Beam",Yes
917,"7"" x 11-7/8"" - 12' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 12' Parallam Beam",Yes
918,"7"" x 11-7/8"" - 14' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 14' Parallam Beam",Yes
919,"7"" x 11-7/8"" - 16' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 16' Parallam Beam",Yes
920,"7"" x 11-7/8"" - 18' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 18' Parallam Beam",Yes
921,"7"" x 11-7/8"" - 20' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 20' Parallam Beam",Yes
922,"7"" x 11-7/8"" - 22' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 22' Parallam Beam",Yes
923,"7"" x 11-7/8"" - 24' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 24' Parallam Beam",Yes
924,"7"" x 11-7/8"" - 26' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 26' Parallam Beam",Yes
925,"7"" x 11-7/8"" - 28' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 28' Parallam Beam",Yes
926,"7"" x 11-7/8"" - 30' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 30' Parallam Beam",Yes
927,"7"" x 11-7/8"" - 32' Parallam Beam",,,,,,,"7"" x 11-7/8"" - 32' Parallam Beam",Yes
928,"3-1/2"" x 14"" R/L Parallam Beam",,,,,,,"3-1/2"" x 14"" R/L Parallam Beam",Yes
929,"3-1/2"" x 14"" - 8' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 8' Parallam Beam",Yes
930,"3-1/2"" x 14"" - 10' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 10' Parallam Beam",Yes
931,"3-1/2"" x 14"" - 12' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 12' Parallam Beam",Yes
932,"3-1/2"" x 14"" - 14' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 14' Parallam Beam",Yes
933,"3-1/2"" x 14"" - 16' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 16' Parallam Beam",Yes
934,"3-1/2"" x 14"" - 18' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 18' Parallam Beam",Yes
935,"3-1/2"" x 14"" - 20' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 20' Parallam Beam",Yes
936,"3-1/2"" x 14"" - 22' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 22' Parallam Beam",Yes
937,"3-1/2"" x 14"" - 24' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 24' Parallam Beam",Yes
938,"3-1/2"" x 14"" - 26' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 26' Parallam Beam",Yes
939,"3-1/2"" x 14"" - 28' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 28' Parallam Beam",Yes
940,"3-1/2"" x 14"" - 30' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 30' Parallam Beam",Yes
941,"3-1/2"" x 14"" - 32' Parallam Beam",,,,,,,"3-1/2"" x 14"" - 32' Parallam Beam",Yes
942,"5-1/4"" x 14"" R/L Parallam Beam",,,,,,,"5-1/4"" x 14"" R/L Parallam Beam",Yes
943,"5-1/4"" x 14"" - 8' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 8' Parallam Beam",Yes
944,"5-1/4"" x 14"" - 10' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 10' Parallam Beam",Yes
945,"5-1/4"" x 14"" - 12' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 12' Parallam Beam",Yes
946,"5-1/4"" x 14"" - 14' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 14' Parallam Beam",Yes
947,"5-1/4"" x 14"" - 16' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 16' Parallam Beam",Yes
948,"5-1/4"" x 14"" - 18' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 18' Parallam Beam",Yes
949,"5-1/4"" x 14"" - 20' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 20' Parallam Beam",Yes
950,"5-1/4"" x 14"" - 22' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 22' Parallam Beam",Yes
951,"5-1/4"" x 14"" - 24' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 24' Parallam Beam",Yes
952,"5-1/4"" x 14"" - 26' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 26' Parallam Beam",Yes
953,"5-1/4"" x 14"" - 28' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 28' Parallam Beam",Yes
954,"5-1/4"" x 14"" - 30' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 30' Parallam Beam",Yes
955,"5-1/4"" x 14"" - 32' Parallam Beam",,,,,,,"5-1/4"" x 14"" - 32' Parallam Beam",Yes
956,"7"" x 14"" R/L Parallam Beam",,,,,,,"7"" x 14"" R/L Parallam Beam",Yes
957,"7"" x 14"" - 8' Parallam Beam",,,,,,,"7"" x 14"" - 8' Parallam Beam",Yes
958,"7"" x 14"" - 10' Parallam Beam",,,,,,,"7"" x 14"" - 10' Parallam Beam",Yes
959,"7"" x 14"" - 12' Parallam Beam",,,,,,,"7"" x 14"" - 12' Parallam Beam",Yes
960,"7"" x 14"" - 14' Parallam Beam",,,,,,,"7"" x 14"" - 14' Parallam Beam",Yes
961,"7"" x 14"" - 16' Parallam Beam",,,,,,,"7"" x 14"" - 16' Parallam Beam",Yes
962,"7"" x 14"" - 18' Parallam Beam",,,,,,,"7"" x 14"" - 18' Parallam Beam",Yes
963,"7"" x 14"" - 20' Parallam Beam",,,,,,,"7"" x 14"" - 20' Parallam Beam",Yes
964,"7"" x 14"" - 22' Parallam Beam",,,,,,,"7"" x 14"" - 22' Parallam Beam",Yes
965,"7"" x 14"" - 24' Parallam Beam",,,,,,,"7"" x 14"" - 24' Parallam Beam",Yes
966,"7"" x 14"" - 26' Parallam Beam",,,,,,,"7"" x 14"" - 26' Parallam Beam",Yes
967,"7"" x 14"" - 28' Parallam Beam",,,,,,,"7"" x 14"" - 28' Parallam Beam",Yes
968,"7"" x 14"" - 30' Parallam Beam",,,,,,,"7"" x 14"" - 30' Parallam Beam",Yes
969,"7"" x 14"" - 32' Parallam Beam",,,,,,,"7"" x 14"" - 32' Parallam Beam",Yes
970,"3-1/2"" x 16"" R/L Parallam Beam",,,,,,,"3-1/2"" x 16"" R/L Parallam Beam",Yes
971,"3-1/2"" x 16"" - 8' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 8' Parallam Beam",Yes
972,"3-1/2"" x 16"" - 10' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 10' Parallam Beam",Yes
973,"3-1/2"" x 16"" - 12' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 12' Parallam Beam",Yes
974,"3-1/2"" x 16"" - 14' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 14' Parallam Beam",Yes
975,"3-1/2"" x 16"" - 16' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 16' Parallam Beam",Yes
976,"3-1/2"" x 16"" - 18' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 18' Parallam Beam",Yes
977,"3-1/2"" x 16"" - 20' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 20' Parallam Beam",Yes
978,"3-1/2"" x 16"" - 22' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 22' Parallam Beam",Yes
979,"3-1/2"" x 16"" - 24' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 24' Parallam Beam",Yes
980,"3-1/2"" x 16"" - 26' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 26' Parallam Beam",Yes
981,"3-1/2"" x 16"" - 28' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 28' Parallam Beam",Yes
982,"3-1/2"" x 16"" - 30' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 30' Parallam Beam",Yes
983,"3-1/2"" x 16"" - 32' Parallam Beam",,,,,,,"3-1/2"" x 16"" - 32' Parallam Beam",Yes
984,"5-1/4"" x 16"" R/L Parallam Beam",,,,,,,"5-1/4"" x 16"" R/L Parallam Beam",Yes
985,"5-1/4"" x 16"" - 8' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 8' Parallam Beam",Yes
986,"5-1/4"" x 16"" - 10' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 10' Parallam Beam",Yes
987,"5-1/4"" x 16"" - 12' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 12' Parallam Beam",Yes
988,"5-1/4"" x 16"" - 14' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 14' Parallam Beam",Yes
989,"5-1/4"" x 16"" - 16' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 16' Parallam Beam",Yes
990,"5-1/4"" x 16"" - 18' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 18' Parallam Beam",Yes
991,"5-1/4"" x 16"" - 20' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 20' Parallam Beam",Yes
992,"5-1/4"" x 16"" - 22' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 22' Parallam Beam",Yes
993,"5-1/4"" x 16"" - 24' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 24' Parallam Beam",Yes
994,"5-1/4"" x 16"" - 26' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 26' Parallam Beam",Yes
995,"5-1/4"" x 16"" - 28' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 28' Parallam Beam",Yes
996,"5-1/4"" x 16"" - 30' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 30' Parallam Beam",Yes
997,"5-1/4"" x 16"" - 32' Parallam Beam",,,,,,,"5-1/4"" x 16"" - 32' Parallam Beam",Yes
998,"3-1/2"" x 18"" R/L Parallam Beam",,,,,,,"3-1/2"" x 18"" R/L Parallam Beam",Yes
999,"3-1/2"" x 18"" - 8' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 8' Parallam Beam",Yes
1000,"3-1/2"" x 18"" - 10' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 10' Parallam Beam",Yes
1001,"3-1/2"" x 18"" - 12' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 12' Parallam Beam",Yes
1002,"3-1/2"" x 18"" - 14' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 14' Parallam Beam",Yes
1003,"3-1/2"" x 18"" - 16' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 16' Parallam Beam",Yes
1004,"3-1/2"" x 18"" - 18' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 18' Parallam Beam",Yes
1005,"3-1/2"" x 18"" - 20' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 20' Parallam Beam",Yes
1006,"3-1/2"" x 18"" - 22' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 22' Parallam Beam",Yes
1007,"3-1/2"" x 18"" - 24' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 24' Parallam Beam",Yes
1008,"3-1/2"" x 18"" - 26' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 26' Parallam Beam",Yes
1009,"3-1/2"" x 18"" - 28' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 28' Parallam Beam",Yes
1010,"3-1/2"" x 18"" - 30' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 30' Parallam Beam",Yes
1011,"3-1/2"" x 18"" - 32' Parallam Beam",,,,,,,"3-1/2"" x 18"" - 32' Parallam Beam",Yes
1012,"5-1/4"" x 18"" R/L Parallam Beam",,,,,,,"5-1/4"" x 18"" R/L Parallam Beam",Yes
1013,"5-1/4"" x 18"" - 8' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 8' Parallam Beam",Yes
1014,"5-1/4"" x 18"" - 10' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 10' Parallam Beam",Yes
1015,"5-1/4"" x 18"" - 12' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 12' Parallam Beam",Yes
1016,"5-1/4"" x 18"" - 14' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 14' Parallam Beam",Yes
1017,"5-1/4"" x 18"" - 16' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 16' Parallam Beam",Yes
1018,"5-1/4"" x 18"" - 18' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 18' Parallam Beam",Yes
1019,"5-1/4"" x 18"" - 20' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 20' Parallam Beam",Yes
1020,"5-1/4"" x 18"" - 22' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 22' Parallam Beam",Yes
1021,"5-1/4"" x 18"" - 24' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 24' Parallam Beam",Yes
1022,"5-1/4"" x 18"" - 26' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 26' Parallam Beam",Yes
1023,"5-1/4"" x 18"" - 28' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 28' Parallam Beam",Yes
1024,"5-1/4"" x 18"" - 30' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 30' Parallam Beam",Yes
1025,"5-1/4"" x 18"" - 32' Parallam Beam",,,,,,,"5-1/4"" x 18"" - 32' Parallam Beam",Yes
1026,"3-1/2"" x 9-1/4"" R/L Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" R/L Parallam Beam",Yes
1027,"3-1/2"" x 9-1/4"" - 8' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 8' Parallam Beam",Yes
1028,"3-1/2"" x 9-1/4"" - 10' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 10' Parallam Beam",Yes
1029,"3-1/2"" x 9-1/4"" - 12' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 12' Parallam Beam",Yes
1030,"3-1/2"" x 9-1/4"" - 14' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 14' Parallam Beam",Yes
1031,"3-1/2"" x 9-1/4"" - 16' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 16' Parallam Beam",Yes
1032,"3-1/2"" x 9-1/4"" - 18' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 18' Parallam Beam",Yes
1033,"3-1/2"" x 9-1/4"" - 20' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 20' Parallam Beam",Yes
1034,"3-1/2"" x 9-1/4"" - 22' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 22' Parallam Beam",Yes
1035,"3-1/2"" x 9-1/4"" - 24' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 24' Parallam Beam",Yes
1036,"3-1/2"" x 9-1/4"" - 26' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 26' Parallam Beam",Yes
1037,"3-1/2"" x 9-1/4"" - 28' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 28' Parallam Beam",Yes
1038,"3-1/2"" x 9-1/4"" - 30' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 30' Parallam Beam",Yes
1039,"3-1/2"" x 9-1/4"" - 32' Parallam Beam",,,,,,,"3-1/2"" x 9-1/4"" - 32' Parallam Beam",Yes
1040,2-1/4 x 11-7/8 R/L LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 R/L LPI 36 I-Joist,Yes
1041,2-1/4 x 11-7/8 - 12' LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 - 12' LPI 36 I-Joist,Yes
1042,2-1/4 x 11-7/8 - 14' LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 - 14' LPI 36 I-Joist,Yes
1043,2-1/4 x 11-7/8 - 16' LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 - 16' LPI 36 I-Joist,Yes
1044,2-1/4 x 11-7/8 - 18' LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 - 18' LPI 36 I-Joist,Yes
1045,2-1/4 x 11-7/8 - 20' LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 - 20' LPI 36 I-Joist,Yes
1046,2-1/4 x 11-7/8 - 22' LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 - 22' LPI 36 I-Joist,Yes
1047,2-1/4 x 11-7/8 - 24' LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 - 24' LPI 36 I-Joist,Yes
1048,2-1/4 x 11-7/8 - 26' LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 - 26' LPI 36 I-Joist,Yes
1049,2-1/4 x 11-7/8 - 28' LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 - 28' LPI 36 I-Joist,Yes
1050,2-1/4 x 11-7/8 - 30' LPI 36 I-Joist,,,,,,,2-1/4 x 11-7/8 - 30' LPI 36 I-Joist,Yes
1051,2-1/4 x 14 R/L LPI 36 I-Joist,,,,,,,2-1/4 x 14 R/L LPI 36 I-Joist,Yes
1052,2-1/4 x 14 - 12' LPI 36 I-Joist,,,,,,,2-1/4 x 14 - 12' LPI 36 I-Joist,Yes
1053,2-1/4 x 14 - 14' LPI 36 I-Joist,,,,,,,2-1/4 x 14 - 14' LPI 36 I-Joist,Yes
1054,2-1/4 x 14 - 16' LPI 36 I-Joist,,,,,,,2-1/4 x 14 - 16' LPI 36 I-Joist,Yes
1055,2-1/4 x 14 - 18' LPI 36 I-Joist,,,,,,,2-1/4 x 14 - 18' LPI 36 I-Joist,Yes
1056,2-1/4 x 14 - 20' LPI 36 I-Joist,,,,,,,2-1/4 x 14 - 20' LPI 36 I-Joist,Yes
1057,2-1/4 x 14 - 22' LPI 36 I-Joist,,,,,,,2-1/4 x 14 - 22' LPI 36 I-Joist,Yes
1058,2-1/4 x 14 - 24' LPI 36 I-Joist,,,,,,,2-1/4 x 14 - 24' LPI 36 I-Joist,Yes
1059,2-1/4 x 14 - 26' LPI 36 I-Joist,,,,,,,2-1/4 x 14 - 26' LPI 36 I-Joist,Yes
1060,2-1/4 x 14 - 28' LPI 36 I-Joist,,,,,,,2-1/4 x 14 - 28' LPI 36 I-Joist,Yes
1061,2-1/4 x 14 - 30' LPI 36 I-Joist,,,,,,,2-1/4 x 14 - 30' LPI 36 I-Joist,Yes
1062,2-1/4 x 16 R/L LPI 36 I-Joist,,,,,,,2-1/4 x 16 R/L LPI 36 I-Joist,Yes
1063,2-1/4 x 16 - 12' LPI 36 I-Joist,,,,,,,2-1/4 x 16 - 12' LPI 36 I-Joist,Yes
1064,2-1/4 x 16 - 14' LPI 36 I-Joist,,,,,,,2-1/4 x 16 - 14' LPI 36 I-Joist,Yes
1065,2-1/4 x 16 - 16' LPI 36 I-Joist,,,,,,,2-1/4 x 16 - 16' LPI 36 I-Joist,Yes
1066,2-1/4 x 16 - 18' LPI 36 I-Joist,,,,,,,2-1/4 x 16 - 18' LPI 36 I-Joist,Yes
1067,2-1/4 x 16 - 20' LPI 36 I-Joist,,,,,,,2-1/4 x 16 - 20' LPI 36 I-Joist,Yes
1068,2-1/4 x 16 - 22' LPI 36 I-Joist,,,,,,,2-1/4 x 16 - 22' LPI 36 I-Joist,Yes
1069,2-1/4 x 16 - 24' LPI 36 I-Joist,,,,,,,2-1/4 x 16 - 24' LPI 36 I-Joist,Yes
1070,2-1/4 x 16 - 26' LPI 36 I-Joist,,,,,,,2-1/4 x 16 - 26' LPI 36 I-Joist,Yes
1071,2-1/4 x 16 - 28' LPI 36 I-Joist,,,,,,,2-1/4 x 16 - 28' LPI 36 I-Joist,Yes
1072,2-1/4 x 16 - 30' LPI 36 I-Joist,,,,,,,2-1/4 x 16 - 30' LPI 36 I-Joist,Yes
1073,3-1/2 x 11-7/8 R/L LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 R/L LPI 56 I-Joist,Yes
1074,3-1/2 x 11-7/8 - 12' LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 - 12' LPI 56 I-Joist,Yes
1075,3-1/2 x 11-7/8 - 14' LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 - 14' LPI 56 I-Joist,Yes
1076,3-1/2 x 11-7/8 - 16' LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 - 16' LPI 56 I-Joist,Yes
1077,3-1/2 x 11-7/8 - 18' LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 - 18' LPI 56 I-Joist,Yes
1078,3-1/2 x 11-7/8 - 20' LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 - 20' LPI 56 I-Joist,Yes
1079,3-1/2 x 11-7/8 - 22' LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 - 22' LPI 56 I-Joist,Yes
1080,3-1/2 x 11-7/8 - 24' LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 - 24' LPI 56 I-Joist,Yes
1081,3-1/2 x 11-7/8 - 26' LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 - 26' LPI 56 I-Joist,Yes
1082,3-1/2 x 11-7/8 - 28' LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 - 28' LPI 56 I-Joist,Yes
1083,3-1/2 x 11-7/8 - 30' LPI 56 I-Joist,,,,,,,3-1/2 x 11-7/8 - 30' LPI 56 I-Joist,Yes
1084,3-1/2 x 14 R/L LPI 56 I-Joist,,,,,,,3-1/2 x 14 R/L LPI 56 I-Joist,Yes
1085,3-1/2 x 14 - 12' LPI 56 I-Joist,,,,,,,3-1/2 x 14 - 12' LPI 56 I-Joist,Yes
1086,3-1/2 x 14 - 14' LPI 56 I-Joist,,,,,,,3-1/2 x 14 - 14' LPI 56 I-Joist,Yes
1087,3-1/2 x 14 - 16' LPI 56 I-Joist,,,,,,,3-1/2 x 14 - 16' LPI 56 I-Joist,Yes
1088,3-1/2 x 14 - 18' LPI 56 I-Joist,,,,,,,3-1/2 x 14 - 18' LPI 56 I-Joist,Yes
1089,3-1/2 x 14 - 20' LPI 56 I-Joist,,,,,,,3-1/2 x 14 - 20' LPI 56 I-Joist,Yes
1090,3-1/2 x 14 - 22' LPI 56 I-Joist,,,,,,,3-1/2 x 14 - 22' LPI 56 I-Joist,Yes
1091,3-1/2 x 14 - 24' LPI 56 I-Joist,,,,,,,3-1/2 x 14 - 24' LPI 56 I-Joist,Yes
1092,3-1/2 x 14 - 26' LPI 56 I-Joist,,,,,,,3-1/2 x 14 - 26' LPI 56 I-Joist,Yes
1093,3-1/2 x 14 - 28' LPI 56 I-Joist,,,,,,,3-1/2 x 14 - 28' LPI 56 I-Joist,Yes
1094,3-1/2 x 14 - 30' LPI 56 I-Joist,,,,,,,3-1/2 x 14 - 30' LPI 56 I-Joist,Yes
1095,3-1/2 x 16 R/L LPI 56 I-Joist,,,,,,,3-1/2 x 16 R/L LPI 56 I-Joist,Yes
1096,3-1/2 x 16 - 12' LPI 56 I-Joist,,,,,,,3-1/2 x 16 - 12' LPI 56 I-Joist,Yes
1097,3-1/2 x 16 - 14' LPI 56 I-Joist,,,,,,,3-1/2 x 16 - 14' LPI 56 I-Joist,Yes
1098,3-1/2 x 16 - 16' LPI 56 I-Joist,,,,,,,3-1/2 x 16 - 16' LPI 56 I-Joist,Yes
1099,3-1/2 x 16 - 18' LPI 56 I-Joist,,,,,,,3-1/2 x 16 - 18' LPI 56 I-Joist,Yes
1100,3-1/2 x 16 - 20' LPI 56 I-Joist,,,,,,,3-1/2 x 16 - 20' LPI 56 I-Joist,Yes
1101,3-1/2 x 16 - 22' LPI 56 I-Joist,,,,,,,3-1/2 x 16 - 22' LPI 56 I-Joist,Yes
1102,3-1/2 x 16 - 24' LPI 56 I-Joist,,,,,,,3-1/2 x 16 - 24' LPI 56 I-Joist,Yes
1103,3-1/2 x 16 - 26' LPI 56 I-Joist,,,,,,,3-1/2 x 16 - 26' LPI 56 I-Joist,Yes
1104,3-1/2 x 16 - 28' LPI 56 I-Joist,,,,,,,3-1/2 x 16 - 28' LPI 56 I-Joist,Yes
1105,3-1/2 x 16 - 30' LPI 56 I-Joist,,,,,,,3-1/2 x 16 - 30' LPI 56 I-Joist,Yes
1106,1-3/4 x 9-1/2 R/L GPI 20 I-Joist,,,,,,,1-3/4 x 9-1/2 R/L GPI 20 I-Joist,Yes
1107,1-3/4 x 9-1/2 - 24' GPI 20 I-Joist,,,,,,,1-3/4 x 9-1/2 - 24' GPI 20 I-Joist,Yes
1108,1-3/4 x 9-1/2 - 28' GPI 20 I-Joist,,,,,,,1-3/4 x 9-1/2 - 28' GPI 20 I-Joist,Yes
1109,1-3/4 x 9-1/2 - 32' GPI 20 I-Joist,,,,,,,1-3/4 x 9-1/2 - 32' GPI 20 I-Joist,Yes
1110,1-3/4 x 9-1/2 - 36' GPI 20 I-Joist,,,,,,,1-3/4 x 9-1/2 - 36' GPI 20 I-Joist,Yes
1111,1-3/4 x 9-1/2 - 40' GPI 20 I-Joist,,,,,,,1-3/4 x 9-1/2 - 40' GPI 20 I-Joist,Yes
1112,1-3/4 x 11-7/8 R/L GPI 20 I-Joist,,,,,,,1-3/4 x 11-7/8 R/L GPI 20 I-Joist,Yes
1113,1-3/4 x 11-7/8 - 24' GPI 20 I-Joist,,,,,,,1-3/4 x 11-7/8 - 24' GPI 20 I-Joist,Yes
1114,1-3/4 x 11-7/8 - 28' GPI 20 I-Joist,,,,,,,1-3/4 x 11-7/8 - 28' GPI 20 I-Joist,Yes
1115,1-3/4 x 11-7/8 - 32' GPI 20 I-Joist,,,,,,,1-3/4 x 11-7/8 - 32' GPI 20 I-Joist,Yes
1116,1-3/4 x 11-7/8 - 36' GPI 20 I-Joist,,,,,,,1-3/4 x 11-7/8 - 36' GPI 20 I-Joist,Yes
